run_id,returncode,out_json,out_log,err_log,seconds,tau,alpha,sigma,beta,bpe_warmstart,bpe_bytes,bpe_words,bpe_tokens,bpe_bytes_per_token,bpe_tokens_per_byte,bpe_fertility,bpe_pcw,bpe_avg_token_chars,bpe_unique_tokens_used,spec_bytes,spec_words,spec_tokens,spec_bytes_per_token,spec_tokens_per_byte,spec_fertility,spec_pcw,spec_avg_token_chars,spec_unique_tokens_used,spec_nsl_vs_bpe
r0127_tau5_alpha0p6_sigma1_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0127_tau5_alpha0p6_sigma1_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0127_tau5_alpha0p6_sigma1_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0127_tau5_alpha0p6_sigma1_beta0p2_bpe300.err,2318.424,5,0.6,1.0,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0128_tau5_alpha0p6_sigma1_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0128_tau5_alpha0p6_sigma1_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0128_tau5_alpha0p6_sigma1_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0128_tau5_alpha0p6_sigma1_beta0p2_bpe400.err,2333.632,5,0.6,1.0,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0129_tau5_alpha0p8_sigma0p4_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0129_tau5_alpha0p8_sigma0p4_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0129_tau5_alpha0p8_sigma0p4_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0129_tau5_alpha0p8_sigma0p4_beta0p01_bpe100.err,2125.218,5,0.8,0.4,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465517.000000,2.452729,0.407709,2.176473,0.467712,1.983468,1204.000000,1.123650
r0130_tau5_alpha0p8_sigma0p4_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0130_tau5_alpha0p8_sigma0p4_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0130_tau5_alpha0p8_sigma0p4_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0130_tau5_alpha0p8_sigma0p4_beta0p01_bpe200.err,2214.985,5,0.8,0.4,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441637.000000,2.585352,0.386795,2.064824,0.447883,2.090717,1192.000000,1.066009
r0131_tau5_alpha0p8_sigma0p4_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0131_tau5_alpha0p8_sigma0p4_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0131_tau5_alpha0p8_sigma0p4_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0131_tau5_alpha0p8_sigma0p4_beta0p01_bpe300.err,2286.731,5,0.8,0.4,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432183.000000,2.641906,0.378515,2.020623,0.443400,2.136451,1202.000000,1.043190
r0133_tau5_alpha0p8_sigma0p4_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0133_tau5_alpha0p8_sigma0p4_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0133_tau5_alpha0p8_sigma0p4_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0133_tau5_alpha0p8_sigma0p4_beta0p1_bpe100.err,2189.922,5,0.8,0.4,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465622.000000,2.452176,0.407801,2.176963,0.467338,1.983021,1195.000000,1.123904
r0134_tau5_alpha0p8_sigma0p4_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0134_tau5_alpha0p8_sigma0p4_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0134_tau5_alpha0p8_sigma0p4_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0134_tau5_alpha0p8_sigma0p4_beta0p1_bpe200.err,2249.798,5,0.8,0.4,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441246.000000,2.587643,0.386452,2.062996,0.448449,2.092570,1195.000000,1.065066
r0137_tau5_alpha0p8_sigma0p4_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0137_tau5_alpha0p8_sigma0p4_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0137_tau5_alpha0p8_sigma0p4_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0137_tau5_alpha0p8_sigma0p4_beta0p15_bpe100.err,2182.524,5,0.8,0.4,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465779.000000,2.451349,0.407939,2.177697,0.468221,1.982352,1196.000000,1.124283
r0135_tau5_alpha0p8_sigma0p4_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0135_tau5_alpha0p8_sigma0p4_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0135_tau5_alpha0p8_sigma0p4_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0135_tau5_alpha0p8_sigma0p4_beta0p1_bpe300.err,2266.136,5,0.8,0.4,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431960.000000,2.643270,0.378319,2.019581,0.442497,2.137554,1206.000000,1.042651
r0132_tau5_alpha0p8_sigma0p4_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0132_tau5_alpha0p8_sigma0p4_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0132_tau5_alpha0p8_sigma0p4_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0132_tau5_alpha0p8_sigma0p4_beta0p01_bpe400.err,2344.306,5,0.8,0.4,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424304.000000,2.690964,0.371614,1.983786,0.438612,2.176124,1193.000000,1.024171
r0138_tau5_alpha0p8_sigma0p4_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0138_tau5_alpha0p8_sigma0p4_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0138_tau5_alpha0p8_sigma0p4_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0138_tau5_alpha0p8_sigma0p4_beta0p15_bpe200.err,2226.610,5,0.8,0.4,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441309.000000,2.587273,0.386507,2.063291,0.449487,2.092271,1194.000000,1.065218
r0136_tau5_alpha0p8_sigma0p4_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0136_tau5_alpha0p8_sigma0p4_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0136_tau5_alpha0p8_sigma0p4_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0136_tau5_alpha0p8_sigma0p4_beta0p1_bpe400.err,2356.000,5,0.8,0.4,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424250.000000,2.691307,0.371567,1.983533,0.438308,2.176401,1192.000000,1.024041
r0141_tau5_alpha0p8_sigma0p4_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0141_tau5_alpha0p8_sigma0p4_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0141_tau5_alpha0p8_sigma0p4_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0141_tau5_alpha0p8_sigma0p4_beta0p2_bpe100.err,2146.775,5,0.8,0.4,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465567.000000,2.452465,0.407753,2.176706,0.467735,1.983255,1198.000000,1.123771
r0139_tau5_alpha0p8_sigma0p4_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0139_tau5_alpha0p8_sigma0p4_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0139_tau5_alpha0p8_sigma0p4_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0139_tau5_alpha0p8_sigma0p4_beta0p15_bpe300.err,2282.944,5,0.8,0.4,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431572.000000,2.645647,0.377979,2.017766,0.442493,2.139476,1206.000000,1.041715
r0142_tau5_alpha0p8_sigma0p4_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0142_tau5_alpha0p8_sigma0p4_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0142_tau5_alpha0p8_sigma0p4_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0142_tau5_alpha0p8_sigma0p4_beta0p2_bpe200.err,2210.620,5,0.8,0.4,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441439.000000,2.586511,0.386621,2.063899,0.450357,2.091655,1195.000000,1.065531
r0140_tau5_alpha0p8_sigma0p4_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0140_tau5_alpha0p8_sigma0p4_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0140_tau5_alpha0p8_sigma0p4_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0140_tau5_alpha0p8_sigma0p4_beta0p15_bpe400.err,2337.020,5,0.8,0.4,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424359.000000,2.690616,0.371662,1.984043,0.439332,2.175842,1189.000000,1.024304
r0143_tau5_alpha0p8_sigma0p4_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0143_tau5_alpha0p8_sigma0p4_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0143_tau5_alpha0p8_sigma0p4_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0143_tau5_alpha0p8_sigma0p4_beta0p2_bpe300.err,2295.186,5,0.8,0.4,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431557.000000,2.645739,0.377966,2.017696,0.442006,2.139551,1203.000000,1.041679
r0144_tau5_alpha0p8_sigma0p4_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0144_tau5_alpha0p8_sigma0p4_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0144_tau5_alpha0p8_sigma0p4_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0144_tau5_alpha0p8_sigma0p4_beta0p2_bpe400.err,2360.070,5,0.8,0.4,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424295.000000,2.691022,0.371606,1.983744,0.439332,2.176170,1189.000000,1.024150
r0145_tau5_alpha0p8_sigma0p6_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0145_tau5_alpha0p8_sigma0p6_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0145_tau5_alpha0p8_sigma0p6_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0145_tau5_alpha0p8_sigma0p6_beta0p01_bpe100.err,2163.913,5,0.8,0.6,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465517.000000,2.452729,0.407709,2.176473,0.467712,1.983468,1204.000000,1.123650
r0146_tau5_alpha0p8_sigma0p6_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0146_tau5_alpha0p8_sigma0p6_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0146_tau5_alpha0p8_sigma0p6_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0146_tau5_alpha0p8_sigma0p6_beta0p01_bpe200.err,2169.668,5,0.8,0.6,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441637.000000,2.585352,0.386795,2.064824,0.447883,2.090717,1192.000000,1.066009
r0149_tau5_alpha0p8_sigma0p6_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0149_tau5_alpha0p8_sigma0p6_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0149_tau5_alpha0p8_sigma0p6_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0149_tau5_alpha0p8_sigma0p6_beta0p1_bpe100.err,2164.468,5,0.8,0.6,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465622.000000,2.452176,0.407801,2.176963,0.467338,1.983021,1195.000000,1.123904
r0147_tau5_alpha0p8_sigma0p6_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0147_tau5_alpha0p8_sigma0p6_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0147_tau5_alpha0p8_sigma0p6_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0147_tau5_alpha0p8_sigma0p6_beta0p01_bpe300.err,2313.681,5,0.8,0.6,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432183.000000,2.641906,0.378515,2.020623,0.443400,2.136451,1202.000000,1.043190
r0150_tau5_alpha0p8_sigma0p6_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0150_tau5_alpha0p8_sigma0p6_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0150_tau5_alpha0p8_sigma0p6_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0150_tau5_alpha0p8_sigma0p6_beta0p1_bpe200.err,2212.166,5,0.8,0.6,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441246.000000,2.587643,0.386452,2.062996,0.448449,2.092570,1195.000000,1.065066
r0153_tau5_alpha0p8_sigma0p6_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0153_tau5_alpha0p8_sigma0p6_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0153_tau5_alpha0p8_sigma0p6_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0153_tau5_alpha0p8_sigma0p6_beta0p15_bpe100.err,2153.946,5,0.8,0.6,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465779.000000,2.451349,0.407939,2.177697,0.468221,1.982352,1196.000000,1.124283
r0148_tau5_alpha0p8_sigma0p6_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0148_tau5_alpha0p8_sigma0p6_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0148_tau5_alpha0p8_sigma0p6_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0148_tau5_alpha0p8_sigma0p6_beta0p01_bpe400.err,2369.022,5,0.8,0.6,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424304.000000,2.690964,0.371614,1.983786,0.438612,2.176124,1193.000000,1.024171
r0151_tau5_alpha0p8_sigma0p6_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0151_tau5_alpha0p8_sigma0p6_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0151_tau5_alpha0p8_sigma0p6_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0151_tau5_alpha0p8_sigma0p6_beta0p1_bpe300.err,2294.228,5,0.8,0.6,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431960.000000,2.643270,0.378319,2.019581,0.442497,2.137554,1206.000000,1.042651
r0157_tau5_alpha0p8_sigma0p6_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0157_tau5_alpha0p8_sigma0p6_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0157_tau5_alpha0p8_sigma0p6_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0157_tau5_alpha0p8_sigma0p6_beta0p2_bpe100.err,2127.235,5,0.8,0.6,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465567.000000,2.452465,0.407753,2.176706,0.467735,1.983255,1198.000000,1.123771
r0154_tau5_alpha0p8_sigma0p6_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0154_tau5_alpha0p8_sigma0p6_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0154_tau5_alpha0p8_sigma0p6_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0154_tau5_alpha0p8_sigma0p6_beta0p15_bpe200.err,2258.464,5,0.8,0.6,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441309.000000,2.587273,0.386507,2.063291,0.449487,2.092271,1194.000000,1.065218
r0152_tau5_alpha0p8_sigma0p6_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0152_tau5_alpha0p8_sigma0p6_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0152_tau5_alpha0p8_sigma0p6_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0152_tau5_alpha0p8_sigma0p6_beta0p1_bpe400.err,2400.386,5,0.8,0.6,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424250.000000,2.691307,0.371567,1.983533,0.438308,2.176401,1192.000000,1.024041
r0155_tau5_alpha0p8_sigma0p6_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0155_tau5_alpha0p8_sigma0p6_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0155_tau5_alpha0p8_sigma0p6_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0155_tau5_alpha0p8_sigma0p6_beta0p15_bpe300.err,2285.861,5,0.8,0.6,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431572.000000,2.645647,0.377979,2.017766,0.442493,2.139476,1206.000000,1.041715
r0158_tau5_alpha0p8_sigma0p6_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0158_tau5_alpha0p8_sigma0p6_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0158_tau5_alpha0p8_sigma0p6_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0158_tau5_alpha0p8_sigma0p6_beta0p2_bpe200.err,2206.039,5,0.8,0.6,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441439.000000,2.586511,0.386621,2.063899,0.450357,2.091655,1195.000000,1.065531
r0156_tau5_alpha0p8_sigma0p6_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0156_tau5_alpha0p8_sigma0p6_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0156_tau5_alpha0p8_sigma0p6_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0156_tau5_alpha0p8_sigma0p6_beta0p15_bpe400.err,2368.559,5,0.8,0.6,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424359.000000,2.690616,0.371662,1.984043,0.439332,2.175842,1189.000000,1.024304
r0159_tau5_alpha0p8_sigma0p6_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0159_tau5_alpha0p8_sigma0p6_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0159_tau5_alpha0p8_sigma0p6_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0159_tau5_alpha0p8_sigma0p6_beta0p2_bpe300.err,2282.116,5,0.8,0.6,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431557.000000,2.645739,0.377966,2.017696,0.442006,2.139551,1203.000000,1.041679
r0161_tau5_alpha0p8_sigma0p8_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0161_tau5_alpha0p8_sigma0p8_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0161_tau5_alpha0p8_sigma0p8_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0161_tau5_alpha0p8_sigma0p8_beta0p01_bpe100.err,2152.501,5,0.8,0.8,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465517.000000,2.452729,0.407709,2.176473,0.467712,1.983468,1204.000000,1.123650
r0160_tau5_alpha0p8_sigma0p6_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0160_tau5_alpha0p8_sigma0p6_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0160_tau5_alpha0p8_sigma0p6_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0160_tau5_alpha0p8_sigma0p6_beta0p2_bpe400.err,2358.784,5,0.8,0.6,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424295.000000,2.691022,0.371606,1.983744,0.439332,2.176170,1189.000000,1.024150
r0162_tau5_alpha0p8_sigma0p8_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0162_tau5_alpha0p8_sigma0p8_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0162_tau5_alpha0p8_sigma0p8_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0162_tau5_alpha0p8_sigma0p8_beta0p01_bpe200.err,2202.097,5,0.8,0.8,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441637.000000,2.585352,0.386795,2.064824,0.447883,2.090717,1192.000000,1.066009
r0165_tau5_alpha0p8_sigma0p8_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0165_tau5_alpha0p8_sigma0p8_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0165_tau5_alpha0p8_sigma0p8_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0165_tau5_alpha0p8_sigma0p8_beta0p1_bpe100.err,2139.143,5,0.8,0.8,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465622.000000,2.452176,0.407801,2.176963,0.467338,1.983021,1195.000000,1.123904
r0163_tau5_alpha0p8_sigma0p8_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0163_tau5_alpha0p8_sigma0p8_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0163_tau5_alpha0p8_sigma0p8_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0163_tau5_alpha0p8_sigma0p8_beta0p01_bpe300.err,2293.032,5,0.8,0.8,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432183.000000,2.641906,0.378515,2.020623,0.443400,2.136451,1202.000000,1.043190
r0166_tau5_alpha0p8_sigma0p8_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0166_tau5_alpha0p8_sigma0p8_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0166_tau5_alpha0p8_sigma0p8_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0166_tau5_alpha0p8_sigma0p8_beta0p1_bpe200.err,2245.051,5,0.8,0.8,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441246.000000,2.587643,0.386452,2.062996,0.448449,2.092570,1195.000000,1.065066
r0169_tau5_alpha0p8_sigma0p8_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0169_tau5_alpha0p8_sigma0p8_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0169_tau5_alpha0p8_sigma0p8_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0169_tau5_alpha0p8_sigma0p8_beta0p15_bpe100.err,2145.671,5,0.8,0.8,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465779.000000,2.451349,0.407939,2.177697,0.468221,1.982352,1196.000000,1.124283
r0164_tau5_alpha0p8_sigma0p8_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0164_tau5_alpha0p8_sigma0p8_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0164_tau5_alpha0p8_sigma0p8_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0164_tau5_alpha0p8_sigma0p8_beta0p01_bpe400.err,2364.554,5,0.8,0.8,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424304.000000,2.690964,0.371614,1.983786,0.438612,2.176124,1193.000000,1.024171
r0167_tau5_alpha0p8_sigma0p8_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0167_tau5_alpha0p8_sigma0p8_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0167_tau5_alpha0p8_sigma0p8_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0167_tau5_alpha0p8_sigma0p8_beta0p1_bpe300.err,2307.614,5,0.8,0.8,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431960.000000,2.643270,0.378319,2.019581,0.442497,2.137554,1206.000000,1.042651
r0170_tau5_alpha0p8_sigma0p8_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0170_tau5_alpha0p8_sigma0p8_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0170_tau5_alpha0p8_sigma0p8_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0170_tau5_alpha0p8_sigma0p8_beta0p15_bpe200.err,2202.325,5,0.8,0.8,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441309.000000,2.587273,0.386507,2.063291,0.449487,2.092271,1194.000000,1.065218
r0173_tau5_alpha0p8_sigma0p8_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0173_tau5_alpha0p8_sigma0p8_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0173_tau5_alpha0p8_sigma0p8_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0173_tau5_alpha0p8_sigma0p8_beta0p2_bpe100.err,2143.645,5,0.8,0.8,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465567.000000,2.452465,0.407753,2.176706,0.467735,1.983255,1198.000000,1.123771
